"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"915","27","GO Biological Process","","Positive regulation of transport","4.2E-9","MIF|GCK|IFNG|WNT5A|PPARG|CCR2|MERTK|F2RL1|PRL|PCSK9|ADORA2B|GATA2|SGK1|RBP4|TREM2|GHRH|ABCA1|PRKCZ|CYP19A1|GPER1|TRPM2|ACE2|TNF|DOCK2|GIPR|CCL5|CCL4","17588","17803|18112|17947|17812|18040|18124|18070|17965|17824|18007|17791|17842|17917|17980|18073|18028|17923|17983|18064|18094|17773|17887|18010|17950|17818|17989|18100","4.1E-11","","GO:0051050","0.8376750709602099","0"
"706","25","Reactome Pathways","","Cytokine Signaling in Immune system","4.32E-9","MIF|OSM|USP18|LBP|HGF|IFNG|IL1RN|RORA|NLRC5|S100B|CCR2|CCR5|PRL|RORC|CD86|STAT4|CCL20|LCN2|GATA3|IRF4|POMC|TNF|CCL5|CCL4|SOCS1","17588","17803|17935|17971|17815|18130|17947|17794|17821|18085|17977|18124|18133|17824|17992|18019|17953|17863|17779|17899|18103|17851|18010|17989|18100|17932","5.68E-12","","HSA-1280215","0.8364516253185087","0"
"1462","34","GO Biological Process","","Regulation of apoptotic process","4.36E-9","MIF|RIPK3|HGF|MPO|IFNG|CCR7|WNT5A|PPARGC1A|PPARG|NRG1|ACE|MERTK|NOS3|PCSK9|CD248|CD28|RORC|ATF3|GATA2|CX3CR1|CD3E|SGK1|CARD9|ADA|TREM2|PRKCZ|GATA3|GPER1|TNF|NR4A1|AGAP2|SARM1|CCL5|DAPK2","17588","17803|18121|18130|17785|17947|17944|17812|17956|18040|17938|17896|18070|18013|18007|18115|18067|17992|17854|17842|18145|18151|17917|18139|17926|18073|17983|17899|18094|18010|17884|18082|18058|17989|17836","4.28E-11","","GO:0042981","0.8360513510731413","0"
"529","21","GO Biological Process","","Positive regulation of cell migration","4.68E-9","LBP|HGF|IFNG|CCR7|WNT5A|CCR2|F2RL1|NOS3|MET|CCR6|GATA2|CX3CR1|CCL20|TREM2|GATA3|GPER1|TNF|TRPV4|CCL5|CCL4|DAPK2","17588","17815|18130|17947|17944|17812|18124|17965|18013|17860|18136|17842|18145|17863|18073|17899|18094|18010|17875|17989|18100|17836","4.63E-11","","GO:0030335","0.8329754146925875","0"
"368","18","GO Biological Process","","Regulation of leukocyte cell-cell adhesion","5.15E-9","CEACAM1|TBX21|IFNG|CCR7|CCR2|CD28|CD86|NLRP3|ARG1|DPP4|CD3E|ADA|PRKCZ|GATA3|LILRB4|TNF|CCL5|SOCS1","17588","18037|17893|17947|17944|18124|18067|18019|17857|18034|17866|18151|17926|17983|17899|18001|18010|17989|17932","5.12E-11","","GO:1903037","0.8288192770958809","0"
"4143","60","GO Biological Process","","Regulation of cellular biosynthetic process","5.27E-9","CEACAM1|TBX21|OSM|RIPK3|AMH|HGF|GCK|CYP27B1|IFNG|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PPARG|NRG1|F2RL1|FABP5|NOS3|PRL|ADORA2B|PPARGC1B|MET|CD28|RORC|CD86|NLRP3|ATF3|GATA2|NR3C2|CX3CR1|STAT4|TLR9|NR5A2|SGK1|AIM2|CARD9|TREM2|PRKCZ|GATA3|IRF4|SIRT3|LILRB4|FITM2|GPER1|POMC|NPPC|SENP1|TNF|HMGA1|TRPV4|TRIB3|CSRP3|NR4A1|AGAP2|LDLR|CCL5|TLR5|ENPP1","17588","18037|17893|17935|18121|17869|18130|18112|17872|17947|17944|17821|18085|17812|17956|17968|18040|17938|17965|18025|18013|17824|17791|17776|17860|18067|17992|18019|17857|17854|17842|18079|18145|17953|18148|17830|17917|17962|18139|18073|17983|17899|18103|17959|18001|18076|18094|17851|18031|18091|18010|17914|17875|18097|18052|17884|18082|17878|17989|17845|18004","5.27E-11","","GO:0031326","0.8278189384787453","0"
"190","14","GO Biological Process","","Leukocyte activation involved in immune response","5.28E-9","TBX21|LBP|IFNG|RORA|F2RL1|ADORA2B|RORC|CCR6|CX3CR1|ADA|TREM2|GATA3|IRF4|DOCK2","17588","17893|17815|17947|17821|17965|17791|17992|18136|18145|17926|18073|17899|18103|17950","5.32E-11","","GO:0002366","0.8277366077466187","0"
"1651","36","GO Biological Process","","Regulation of cell death","5.7E-9","MIF|RIPK3|HGF|MPO|IFNG|CCR7|WNT5A|PPARGC1A|PPARG|NRG1|ACE|MERTK|NOS3|PCSK9|CD248|MET|CD28|RORC|ATF3|GATA2|CX3CR1|CD3E|SGK1|CARD9|ADA|TREM2|PRKCZ|GATA3|GPER1|TRPM2|TNF|NR4A1|AGAP2|SARM1|CCL5|DAPK2","17588","17803|18121|18130|17785|17947|17944|17812|17956|18040|17938|17896|18070|18013|18007|18115|17860|18067|17992|17854|17842|18145|18151|17917|18139|17926|18073|17983|17899|18094|17773|18010|17884|18082|18058|17989|17836","5.78E-11","","GO:0010941","0.8244125144327509","0"
"5681","72","GO Biological Process","","Regulation of cellular metabolic process","6.21E-9","CEACAM1|TBX21|MIF|OSM|RIPK3|AMH|HGF|GCK|CYP27B1|IFNG|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PPARG|NRG1|ACE|MERTK|F2RL1|FABP5|NOS3|PRL|PCSK9|ADORA2B|PPARGC1B|MET|CD28|RORC|CD86|NLRP3|ATF3|GATA2|NR3C2|CX3CR1|STAT4|TLR9|CD3E|NR5A2|SGK1|AIM2|CARD9|TREM2|PRKCZ|GATA3|XDH|IRF4|SIRT3|LILRB4|FITM2|GPER1|POMC|NPPC|ACE2|SENP1|TNF|AGTR1|HMGA1|TRPV4|TRIB3|CSRP3|NR4A1|AGAP2|LDLR|CCL5|ANGPTL8|DAPK2|TLR5|SOCS1|ENPP1|SOCS7","17588","18037|17893|17803|17935|18121|17869|18130|18112|17872|17947|17944|17821|18085|17812|17956|17968|18040|17938|17896|18070|17965|18025|18013|17824|18007|17791|17776|17860|18067|17992|18019|17857|17854|17842|18079|18145|17953|18148|18151|17830|17917|17962|18139|18073|17983|17899|17800|18103|17959|18001|18076|18094|17851|18031|17887|18091|18010|17911|17914|17875|18097|18052|17884|18082|17878|17989|17902|17836|17845|17932|18004|17848","6.38E-11","","GO:0031323","0.8206908399823419","0"
"481","20","GO Biological Process","","Positive regulation of MAPK cascade","6.21E-9","MIF|OSM|HGF|CCR7|KLB|WNT5A|DNAJC27|NRG1|F2RL1|CCL20|TLR9|CARD9|TREM2|PRKCZ|XDH|GPER1|TNF|TRPV4|CCL5|CCL4","17588","17803|17935|18130|17944|17890|17812|17998|17938|17965|17863|18148|18139|18073|17983|17800|18094|18010|17875|17989|18100","6.41E-11","","GO:0043410","0.8206908399823419","0"
"375","18","GO Biological Process","","Immune effector process","6.61E-9","TBX21|LBP|MPO|IFNG|RORA|ACE|F2RL1|ADORA2B|RORC|CCR6|CX3CR1|CARD9|ADA|TREM2|GATA3|IRF4|CD8A|DOCK2","17588","17893|17815|17785|17947|17821|17896|17965|17791|17992|18136|18145|18139|17926|18073|17899|18103|17806|17950","6.87E-11","","GO:0002252","0.817979854051436","0"
"1824","40","TISSUES","","Blood","6.81E-9","CEACAM1|TBX21|MIF|OSM|RIPK3|HGF|MPO|IFNG|CCR7|ACE|NCR1|CCR2|MERTK|NOS3|CD28|RORC|CD86|NLRP3|ARG1|NR3C2|CX3CR1|DPP4|TLR9|CD3E|CARD9|LCN2|ABCA1|GATA3|LY86|LILRB4|CD8A|TNF|AGTR1|HMGA1|DOCK2|CCL5|CCL4|ABO|TLR5|ENPP1","17588","18037|17893|17803|17935|18121|18130|17785|17947|17944|17896|17929|18124|18070|18013|18067|17992|18019|17857|18034|18079|18145|17866|18148|18151|18139|17779|17923|17899|17905|18001|17806|18010|17911|17914|17950|17989|18100|18061|17845|18004","2.81E-12","","BTO:0000089","0.8166852888087215","0"
"195","14","GO Biological Process","","Cellular response to lipopolysaccharide","6.99E-9","LBP|WNT5A|CCR5|NOS3|CD86|NLRP3|ARG1|CX3CR1|TLR9|ABCA1|LY86|TNF|CCL5|TLR5","17588","17815|17812|18133|18013|18019|17857|18034|18145|18148|17923|17905|18010|17989|17845","7.35E-11","","GO:0071222","0.815552282425432","0"
"489","20","GO Biological Process","","Cellular response to hormone stimulus","7.97E-9","CEACAM1|GCK|PDE3B|PPARG|ACE|PCSK9|PPARGC1B|SLC2A4|ARG1|NR3C2|NR5A2|SGK1|PRKCZ|GPER1|AGTR1|TRIB3|CSRP3|NR4A1|ACACA|ENPP1","17588","18037|18112|18049|18040|17896|18007|17776|17941|18034|18079|17830|17917|17983|18094|17911|18097|18052|17884|17920|18004","8.49E-11","","GO:0032870","0.8098541678603887","0"
"894","28","GO Cellular Component","","Cell surface","8.68E-9","CEACAM1|MIF|LBP|CCR7|WNT5A|ACE|CCR2|CCR5|PCSK9|CD248|MET|SLC2A4|CD28|CD86|CCR6|CX3CR1|DPP4|CD3E|ADA|ABCA1|LILRB4|CD8A|ACE2|TNF|TRPV4|MME|LDLR|ENPP1","17588","18037|17803|17815|17944|17812|17896|18124|18133|18007|18115|17860|17941|18067|18019|18136|18145|17866|18151|17926|17923|18001|17806|17887|18010|17875|18109|17878|18004","4.24E-12","","GO:0009986","0.8061480274823507","0"
"2755","49","TISSUES","","Hematopoietic system","9.48E-9","CEACAM1|TBX21|MIF|OSM|RIPK3|HGF|MPO|IFNG|CCR7|NLRC5|ADAM28|ACE|NCR1|CCR2|MERTK|NOS3|SLC19A1|CD28|RORC|CD86|NLRP3|ARG1|NR3C2|CX3CR1|DPP4|TLR9|CD3E|AIM2|DUSP5|CARD9|ADA|LCN2|ABCA1|GATA3|LY86|IRF4|CCM2|LILRB4|CD8A|TNF|AGTR1|HMGA1|DOCK2|LDLR|CCL5|CCL4|ABO|TLR5|ENPP1","17588","18037|17893|17803|17935|18121|18130|17785|17947|17944|18085|18016|17896|17929|18124|18070|18013|17827|18067|17992|18019|17857|18034|18079|18145|17866|18148|18151|17962|17833|18139|17926|17779|17923|17899|17905|18103|18088|18001|17806|18010|17911|17914|17950|17878|17989|18100|18061|17845|18004","7.82E-12","","BTO:0000570","0.8023191662661933","0"
"71","10","GO Biological Process","","Positive regulation of chemokine production","9.64E-9","MIF|LBP|IFNG|WNT5A|F2RL1|ADORA2B|TLR9|CARD9|TNF|TRPV4","17588","17803|17815|17947|17812|17965|17791|18148|18139|18010|17875","1.04E-10","","GO:0032722","0.801592296609717","0"
"71","10","GO Biological Process","","Positive regulation of alpha-beta T cell activation","9.64E-9","IFNG|CCR2|CD28|CD86|NLRP3|CD3E|ADA|PRKCZ|LILRB4|SOCS1","17588","17947|18124|18067|18019|17857|18151|17926|17983|18001|17932","1.04E-10","","GO:0046635","0.801592296609717","0"
"71","10","GO Biological Process","","Regulation of alpha-beta T cell differentiation","9.64E-9","TBX21|IFNG|CD86|NLRP3|ADA|PRKCZ|GATA3|IRF4|LILRB4|SOCS1","17588","17893|17947|18019|17857|17926|17983|17899|18103|18001|17932","1.04E-10","","GO:0046637","0.801592296609717","0"
"336","17","GO Biological Process","","Positive regulation of lymphocyte activation","1.01E-8","TBX21|MIF|IFNG|CCR7|CCR2|CD28|CD86|NLRP3|DPP4|TLR9|CD3E|ADA|PRKCZ|GATA3|LILRB4|CCL5|SOCS1","17588","17893|17803|17947|17944|18124|18067|18019|17857|17866|18148|18151|17926|17983|17899|18001|17989|17932","1.12E-10","","GO:0051251","0.7995678626217357","0"
"99","11","GO Biological Process","","Positive regulation of leukocyte chemotaxis","1.08E-8","LBP|CCR7|WNT5A|CCR2|F2RL1|CCR6|CX3CR1|TRPV4|CCL5|CCL4|DAPK2","17588","17815|17944|17812|18124|17965|18136|18145|17875|17989|18100|17836","1.2E-10","","GO:0002690","0.7966576244513051","0"
"6291","78","DISEASES","","Disease","1.17E-8","TBX21|MIF|USP18|RIPK3|LBP|AMH|HGF|GCK|MPO|CYP27B1|IFNG|GGT1|NAPSA|IL1RN|RORA|WNT5A|DNAJC27|PPARGC1A|PPARG|NRG1|ACE|S100B|NCR1|CCR5|MERTK|NOS3|PRL|PCSK9|CD248|SLC19A1|MET|SLC2A4|CD28|NLRP3|CCR6|GATA2|ARG1|NR3C2|CX3CR1|STAT4|DPP4|NR5A2|RBP4|CARD9|ADA|LCN2|TREM2|GHRH|ABCA1|GATA3|XDH|LY86|SHBG|IRF4|CCM2|ADM2|CYP19A1|FITM2|GPER1|POMC|CD8A|NPPC|ACE2|TNF|AGTR1|TRPV4|MME|DOCK2|CSRP3|CYP2E1|AGAP2|LDLR|DUSP14|ANGPTL8|ABO|TINCR|TLR5|ENPP1","17588","17893|17803|17971|18121|17815|17869|18130|18112|17785|17872|17947|18106|18022|17794|17821|17812|17998|17956|18040|17938|17896|17977|17929|18133|18070|18013|17824|18007|18115|17827|17860|17941|18067|17857|18136|17842|18034|18079|18145|17953|17866|17830|17980|18139|17926|17779|18073|18028|17923|17899|17800|17905|17788|18103|18088|17881|18064|18076|18094|17851|17806|18031|17887|18010|17911|17875|18109|17950|18052|17782|18082|17878|17995|17902|18061|17974|17845|18004","1.02E-11","","DOID:4","0.7931814138253839","0"
"754","24","GO Biological Process","","Innate immune response","1.2E-8","MIF|LBP|CYP27B1|IFNG|NLRC5|WNT5A|PPARG|F2RL1|NLRP3|ARG1|CX3CR1|CCL20|TLR9|AIM2|CARD9|LCN2|GATA3|LY86|GPER1|TNF|SARM1|CCL5|CCL4|TLR5","17588","17803|17815|17872|17947|18085|17812|18040|17965|17857|18034|18145|17863|18148|17962|18139|17779|17899|17905|18094|18010|18058|17989|18100|17845","1.34E-10","","GO:0045087","0.7920818753952374","0"
"564","21","GO Biological Process","","Regulation of secretion by cell","1.28E-8","CEACAM1|MIF|OSM|GCK|IFNG|PPARG|CCR2|F2RL1|ADORA2B|GATA2|RBP4|TREM2|GHRH|CYP19A1|GPER1|TRPM2|POMC|TNF|AGTR1|GIPR|CCL5","17588","18037|17803|17935|18112|17947|18040|18124|17965|17791|17842|17980|18073|18028|18064|18094|17773|17851|18010|17911|17818|17989","1.44E-10","","GO:1903530","0.7892790030352131","0"
"899","26","GO Biological Process","","Negative regulation of gene expression","1.35E-8","CEACAM1|TBX21|MIF|LBP|HGF|IFNG|CCR7|PPARG|ACE|MERTK|F2RL1|CD28|NLRP3|GATA2|ARG1|CX3CR1|TLR9|CD3E|TREM2|GATA3|XDH|LILRB4|GPER1|POMC|TNF|LDLR","17588","18037|17893|17803|17815|18130|17947|17944|18040|17896|18070|17965|18067|17857|17842|18034|18145|18148|18151|18073|17899|17800|18001|18094|17851|18010|17878","1.53E-10","","GO:0010629","0.7869666231504994","0"
"249","15","GO Biological Process","","Leukocyte migration","1.35E-8","TBX21|LBP|CCR7|CCR2|CCR5|F2RL1|CCR6|CX3CR1|CCL20|ADA|GATA3|TRPM2|TNF|CCL5|CCL4","17588","17893|17815|17944|18124|18133|17965|18136|18145|17863|17926|17899|17773|18010|17989|18100","1.52E-10","","GO:0050900","0.7869666231504994","0"
"567","21","GO Biological Process","","Regulation of system process","1.39E-8","HGF|PPARG|ACE|F2RL1|FABP5|NOS3|ADORA2B|SGK1|CYP2J2|ADA|PRKCZ|ADM2|CYP19A1|GPER1|POMC|ACE2|TNF|AGTR1|TRPV4|CSRP3|NR4A1","17588","18130|18040|17896|17965|18025|18013|17791|17917|17986|17926|17983|17881|18064|18094|17851|17887|18010|17911|17875|18052|17884","1.58E-10","","GO:0044057","0.7856985199745905","0"
"169","13","GO Biological Process","","Calcium-mediated signaling","1.42E-8","CCR7|CCR2|CCR5|CCR6|CX3CR1|CCL20|CD3E|NR5A2|ADA|TRPM2|POMC|TNF|AGTR1","17588","17944|18124|18133|18136|18145|17863|18151|17830|17926|17773|17851|18010|17911","1.63E-10","","GO:0019722","0.7847711655616944","0"
"2540","46","Reactome Pathways","","Signal Transduction","1.47E-8","AMH|HGF|CCR7|KLB|WNT5A|PDE3B|PPARG|NRG1|S100B|CCR2|CCR5|F2RL1|FABP5|NOS3|ADORA2B|MET|CD28|CD86|CCR6|CX3CR1|CCL20|TLR9|NR5A2|SGK1|DUSP5|GHRH|ABCA1|PRKCZ|GATA3|NRG4|ADM2|GPER1|POMC|DHRS9|SENP1|TNF|AGTR1|TRIB3|DOCK2|RGS5|NR4A1|GPR84|GIPR|CCL5|CCL4|SOCS1","17588","17869|18130|17944|17890|17812|18049|18040|17938|17977|18124|18133|17965|18025|18013|17791|17860|18067|18019|18136|18145|17863|18148|17830|17917|17833|18028|17923|17983|17899|18118|17881|18094|17851|18142|18091|18010|17911|18097|17950|17839|17884|18046|17818|17989|18100|17932","2.58E-11","","HSA-162582","0.7832682665251823","0"
"52","9","GO Biological Process","","Negative regulation of fat cell differentiation","1.54E-8","RORA|WNT5A|GATA2|GATA3|GPER1|TNF|TRPV4|TRIB3|ENPP1","17588","17821|17812|17842|17899|18094|18010|17875|18097|18004","1.79E-10","","GO:0045599","0.7812479279163538","0"
"135","12","GO Biological Process","","Positive regulation of production of molecular mediator of immune response","1.56E-8","TBX21|MIF|WNT5A|F2RL1|CD28|CD86|NLRP3|TLR9|RBP4|CARD9|PRKCZ|GATA3","17588","17893|17803|17812|17965|18067|18019|17857|18148|17980|18139|17983|17899","1.82E-10","","GO:0002702","0.7806875401645538","0"
"171","13","GO Biological Process","","T cell differentiation","1.6E-8","TBX21|RIPK3|CCR7|RORA|CD28|RORC|CCR6|CD3E|ADA|GATA3|IRF4|CD8A|DOCK2","17588","17893|18121|17944|17821|18067|17992|18136|18151|17926|17899|18103|17806|17950","1.87E-10","","GO:0030217","0.7795880017344075","0"
"6784","79","GO Biological Process","","Regulation of metabolic process","1.63E-8","CEACAM1|TBX21|MIF|OSM|RIPK3|LBP|AMH|HGF|GCK|CYP27B1|IFNG|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PDE3B|PPARG|NRG1|ACE|CCR2|MERTK|F2RL1|FABP5|NOS3|PRL|PCSK9|ADORA2B|PPARGC1B|MET|CD28|RORC|CD86|NLRP3|ATF3|GATA2|ARG1|NR3C2|CX3CR1|STAT4|TLR9|CD3E|NR5A2|SGK1|AIM2|RBP4|CARD9|LCN2|TREM2|PRKCZ|GATA3|XDH|IRF4|SIRT3|LILRB4|ADM2|FITM2|GPER1|POMC|NPPC|ACE2|SENP1|TNF|AGTR1|HMGA1|TRPV4|TRIB3|CSRP3|NR4A1|AGAP2|LDLR|CCL5|ANGPTL8|DAPK2|TLR5|SOCS1|ENPP1|SOCS7","17588","18037|17893|17803|17935|18121|17815|17869|18130|18112|17872|17947|17944|17821|18085|17812|17956|17968|18049|18040|17938|17896|18124|18070|17965|18025|18013|17824|18007|17791|17776|17860|18067|17992|18019|17857|17854|17842|18034|18079|18145|17953|18148|18151|17830|17917|17962|17980|18139|17779|18073|17983|17899|17800|18103|17959|18001|17881|18076|18094|17851|18031|17887|18091|18010|17911|17914|17875|18097|18052|17884|18082|17878|17989|17902|17836|17845|17932|18004|17848","1.92E-10","","GO:0019222","0.7787812395596042","0"
"912","26","GO Biological Process","","Positive regulation of phosphate metabolic process","1.74E-8","MIF|OSM|RIPK3|HGF|IFNG|CCR7|WNT5A|PPARGC1A|PPARG|NRG1|ACE|MERTK|NOS3|ADORA2B|PPARGC1B|MET|CD86|CX3CR1|TLR9|CD3E|TREM2|PRKCZ|GPER1|TNF|AGAP2|CCL5","17588","17803|17935|18121|18130|17947|17944|17812|17956|18040|17938|17896|18070|18013|17791|17776|17860|18019|18145|18148|18151|18073|17983|18094|18010|18082|17989","2.07E-10","","GO:0045937","0.77594507517174","0"
"516","20","GO Biological Process","","Chemotaxis","1.76E-8","MIF|LBP|HGF|CCR7|WNT5A|NRG1|CCR2|CCR5|MET|CCR6|CX3CR1|CCL20|DPP4|GATA3|TRPM2|AGTR1|DOCK2|NR4A1|CCL5|CCL4","17588","17803|17815|18130|17944|17812|17938|18124|18133|17860|18136|18145|17863|17866|17899|17773|17911|17950|17884|17989|18100","2.11E-10","","GO:0006935","0.7754487332185851","0"
"302","16","GO Biological Process","","Cellular response to peptide","1.78E-8","CEACAM1|GCK|PDE3B|PPARG|PCSK9|SLC2A4|ARG1|TREM2|PRKCZ|GPER1|TNF|AGTR1|TRIB3|CSRP3|NR4A1|ENPP1","17588","18037|18112|18049|18040|18007|17941|18034|18073|17983|18094|18010|17911|18097|18052|17884|18004","2.16E-10","","GO:1901653","0.7749579997691106","0"
"77","10","GO Biological Process","","Regulation of CD4-positive, alpha-beta T cell activation","1.78E-8","TBX21|IFNG|CD28|CD86|NLRP3|CD3E|PRKCZ|GATA3|IRF4|SOCS1","17588","17893|17947|18067|18019|17857|18151|17983|17899|18103|17932","2.14E-10","","GO:2000514","0.7749579997691106","0"
"213","14","GO Biological Process","","Positive regulation of ERK1 and ERK2 cascade","1.81E-8","MIF|CCR7|DNAJC27|NRG1|F2RL1|CCL20|CARD9|TREM2|PRKCZ|GPER1|TNF|TRPV4|CCL5|CCL4","17588","17803|17944|17998|17938|17965|17863|18139|18073|17983|18094|18010|17875|17989|18100","2.2E-10","","GO:0070374","0.7742321425130816","0"
"778","24","GO Biological Process","","Regulation of kinase activity","2.01E-8","CEACAM1|MIF|RIPK3|HGF|IFNG|CCR7|NLRC5|WNT5A|PPARG|NRG1|ACE|MERTK|MET|CD86|TLR9|TREM2|PRKCZ|LILRB4|TNF|TRIB3|AGAP2|CCL5|SOCS1|SOCS7","17588","18037|17803|18121|18130|17947|17944|18085|17812|18040|17938|17896|18070|17860|18019|18148|18073|17983|18001|18010|18097|18082|17989|17932|17848","2.48E-10","","GO:0043549","0.7696803942579511","0"
"355","17","GO Biological Process","","Response to peptide hormone","2.03E-8","CEACAM1|GCK|PDE3B|PPARG|PCSK9|SLC2A4|ARG1|STAT4|PRKCZ|GPER1|POMC|AGTR1|TRPV4|TRIB3|CSRP3|NR4A1|ENPP1","17588","18037|18112|18049|18040|18007|17941|18034|17953|17983|18094|17851|17911|17875|18097|18052|17884|18004","2.51E-10","","GO:0043434","0.7692503962086787","0"
"14826","122","GO Biological Process","","Cellular process","2.08E-8","CEACAM1|TBX21|MIF|OSM|USP18|RIPK3|MACROD2|LBP|AQP9|AMH|HGF|GCK|MPO|CYP27B1|IFNG|CCR7|GGT1|KLB|IL1RN|RORA|NLRC5|WNT5A|DNAJC27|PPARGC1A|SFRP5|PDE3B|PPARG|NRG1|ACE|S100B|NCR1|CCR2|CCR5|MERTK|F2RL1|FABP5|NOS3|PRL|PCSK9|ADORA2B|CD248|SLC19A1|PPARGC1B|ANGPT2|MET|SLC2A4|CD28|RORC|CD86|NLRP3|CCR6|ATF3|GATA2|ARG1|NR3C2|CX3CR1|STAT4|CCL20|DPP4|TLR9|CD3E|NR5A2|SGK1|AIM2|DUSP5|CYP2J2|RBP4|CARD9|ADA|LCN2|TREM2|GHRH|ABCA1|PRKCZ|GATA3|XDH|LY86|STEAP4|IRF4|CCM2|SIRT3|LILRB4|NRG4|ADM2|CYP19A1|FITM2|GPER1|TRPM2|POMC|CD8A|NPPC|DHRS9|ACE2|SENP1|TNF|AGTR1|HMGA1|TRPV4|TRIB3|MME|DOCK2|CSRP3|RGS5|CYP2E1|NR4A1|AGAP2|GPR84|LDLR|GIPR|SARM1|CCL5|DUSP14|KCP|ANGPTL8|CCL4|ABO|ACACA|DAPK2|TLR5|SOCS1|ENPP1|SOCS7","17588","18037|17893|17803|17935|17971|18121|18127|17815|18055|17869|18130|18112|17785|17872|17947|17944|18106|17890|17794|17821|18085|17812|17998|17956|17968|18049|18040|17938|17896|17977|17929|18124|18133|18070|17965|18025|18013|17824|18007|17791|18115|17827|17776|17908|17860|17941|18067|17992|18019|17857|18136|17854|17842|18034|18079|18145|17953|17863|17866|18148|18151|17830|17917|17962|17833|17986|17980|18139|17926|17779|18073|18028|17923|17983|17899|17800|17905|17797|18103|18088|17959|18001|18118|17881|18064|18076|18094|17773|17851|17806|18031|18142|17887|18091|18010|17911|17914|17875|18097|18109|17950|18052|17839|17782|17884|18082|18046|17878|17818|18058|17989|17995|18043|17902|18100|18061|17920|17836|17845|17932|18004|17848","2.58E-10","","GO:0009987","0.7681936665037238","0"
"176","13","GO Biological Process","","Regulation of lymphocyte mediated immunity","2.09E-8","CEACAM1|TBX21|RIPK3|NCR1|CCR2|CD28|NLRP3|ARG1|TREM2|PRKCZ|GATA3|LILRB4|TNF","17588","18037|17893|18121|17929|18124|18067|17857|18034|18073|17983|17899|18001|18010","2.61E-10","","GO:0002706","0.7679853713888946","0"
"713","23","GO Biological Process","","Negative regulation of cell population proliferation","2.12E-8","CEACAM1|OSM|CYP27B1|IFNG|WNT5A|PPARGC1A|SFRP5|PPARG|NOS3|PRL|CD86|GATA2|ARG1|RBP4|TREM2|GATA3|XDH|LILRB4|GPER1|NPPC|ACE2|TNF|HMGA1","17588","18037|17935|17872|17947|17812|17956|17968|18040|18013|17824|18019|17842|18034|17980|18073|17899|17800|18001|18094|18031|17887|18010|17914","2.67E-10","","GO:0008285","0.7673664139071248","0"
"784","24","GO Biological Process","","Regulation of cell adhesion","2.27E-8","CEACAM1|TBX21|IFNG|CCR7|IL1RN|WNT5A|PDE3B|NRG1|CCR2|ANGPT2|CD28|CD86|NLRP3|ARG1|DPP4|CD3E|ADA|PRKCZ|GATA3|LILRB4|TNF|TRPV4|CCL5|SOCS1","17588","18037|17893|17947|17944|17794|17812|18049|17938|18124|17908|18067|18019|17857|18034|17866|18151|17926|17983|17899|18001|18010|17875|17989|17932","2.88E-10","","GO:0030155","0.7643974142806877","0"
"163","13","UniProt Keywords","","Inflammatory response","2.41E-8","MIF|CCR2|F2RL1|NLRP3|CCL20|TLR9|AIM2|PRKCZ|LY86|GPER1|CCL5|CCL4|TLR5","17588","17803|18124|17965|17857|17863|18148|17962|17983|17905|18094|17989|18100|17845","1.08E-10","","KW-0395","0.7617982957425131","0"
"589","21","GO Biological Process","","Positive regulation of hydrolase activity","2.42E-8","RIPK3|IFNG|CCR7|WNT5A|PPARG|F2RL1|PPARGC1B|CD86|NLRP3|CCL20|AIM2|CARD9|PRKCZ|XDH|GPER1|SENP1|TNF|AGTR1|AGAP2|CCL5|CCL4","17588","18121|17947|17944|17812|18040|17965|17776|18019|17857|17863|17962|18139|17983|17800|18094|18091|18010|17911|18082|17989|18100","3.09E-10","","GO:0051345","0.7616184634019569","0"
"369","17","GO Biological Process","","Cytokine-mediated signaling pathway","3.42E-8","CEACAM1|OSM|IFNG|CCR7|CCR2|CCR5|CCR6|CX3CR1|STAT4|CCL20|AIM2|TREM2|LILRB4|TNF|CCL5|CCL4|SOCS1","17588","18037|17935|17947|17944|18124|18133|18136|18145|17953|17863|17962|18073|18001|18010|17989|18100|17932","4.43E-10","","GO:0019221","0.7465973893943865","0"
"113","11","GO Biological Process","","Regulation of interleukin-1 production","3.42E-8","CEACAM1|IFNG|CCR7|WNT5A|F2RL1|NLRP3|CX3CR1|AIM2|TREM2|LILRB4|TNF","17588","18037|17947|17944|17812|17965|17857|18145|17962|18073|18001|18010","4.41E-10","","GO:0032652","0.7465973893943865","0"
